0	0.300122
1	0.0899333
2	0.0898148
3	0.0898847
4	0.0901611
5	0.0901651
6	0.0900461
7	0.0900261
8	0.0898185
9	0.0902056
10	0.0899956
11	0.0901938
12	0.0900529
13	0.090228
14	0.0900586
15	0.0900069
16	0.089952
17	0.0899462
18	0.0901649
19	0.0899441
20	0.0901359
21	0.0900248
22	0.0900406
23	0.0900216
24	0.0901454
25	0.0899743
26	0.0900981
27	0.0900751
28	0.090133
29	0.0901239
30	0.089949
31	0.089819
32	0.0899952
33	0.0900487
34	0.0901506
35	0.0900439
36	0.0900703
37	0.0900879
38	0.0901146
39	0.0900508
40	0.0900219
41	0.0900848
42	0.0900316
43	0.0901846
44	0.0900953
45	0.0900054
46	0.0901751
47	0.0900058
48	0.0901128
49	0.090066
50	0.0900363
51	0.0901485
52	0.0902045
53	0.0900328
54	0.0900731
55	0.0899749
56	0.0902372
57	0.0900384
58	0.0901315
59	0.0901029
60	0.0900282
61	0.090083
62	0.090027
63	0.0900356
64	0.0900371
65	0.0900761
66	0.0900265
67	0.0901304
68	0.090053
69	0.0901096
70	0.0900708
71	0.0900877
72	0.0900556
73	0.0901328
74	0.09007
75	0.0899857
76	0.0900356
77	0.0899771
78	0.0900593
79	0.0899853
80	0.0900557
81	0.0900582
82	0.0900731
83	0.0900914
84	0.0900419
85	0.0900938
86	0.0899981
87	0.089998
88	0.0900852
89	0.090099
90	0.0899981
91	0.0901942
92	0.0901165
93	0.0901324
94	0.0901152
95	0.0900902
96	0.0900597
97	0.090057
98	0.0900315
99	0.0900448
100	0.0900976
101	0.0901712
102	0.09009
103	0.0901454
104	0.0901277
105	0.090091
106	0.0900659
107	0.0900519
108	0.0900976
109	0.090019
110	0.0901216
111	0.0900379
112	0.0900422
113	0.0900918
114	0.0900339
115	0.0900737
116	0.0900892
117	0.0900716
118	0.0900398
119	0.0900408
120	0.0900183
121	0.0900804
122	0.0900108
123	0.0901126
124	0.0900489
125	0.0900781
126	0.0901205
127	0.0900384
128	0.090061
129	0.0900522
130	0.0900896
131	0.0900582
132	0.0900106
133	0.0900846
134	0.0901373
135	0.0900579
136	0.0900933
137	0.0901084
138	0.0900925
139	0.0901136
140	0.0900639
141	0.0901022
142	0.0900629
143	0.090074
144	0.090081
145	0.0900292
146	0.0900958
147	0.0900619
148	0.0900524
149	0.0900639
