0 	 0.300122 
1 	 0.253936 
2 	 0.220750 
3 	 0.192004 
4 	 0.161046 
5 	 0.132757 
6 	 0.111432 
7 	 0.093029 
8 	 0.079895 
9 	 0.072215 
10 	 0.072946 
11 	 0.079758 
12 	 0.086148 
13 	 0.091531 
14 	 0.094418 
15 	 0.095457 
16 	 0.095322 
17 	 0.094523 
18 	 0.093245 
19 	 0.091909 
20 	 0.090830 
21 	 0.089824 
22 	 0.090013 
23 	 0.090317 
24 	 0.090897 
25 	 0.091177 
26 	 0.091347 
27 	 0.091246 
28 	 0.091226 
29 	 0.091071 
30 	 0.091054 
31 	 0.090889 
32 	 0.090638 
33 	 0.090507 
34 	 0.090235 
35 	 0.090247 
36 	 0.090127 
37 	 0.090168 
38 	 0.090185 
39 	 0.090092 
40 	 0.090234 
41 	 0.089920 
42 	 0.089768 
43 	 0.089356 
44 	 0.088871 
45 	 0.088445 
46 	 0.088238 
47 	 0.088141 
48 	 0.088364 
49 	 0.088918 
50 	 0.089129 
51 	 0.089812 
52 	 0.090198 
53 	 0.090607 
54 	 0.090809 
55 	 0.090696 
56 	 0.090294 
57 	 0.089953 
58 	 0.089632 
59 	 0.089313 
60 	 0.089156 
61 	 0.089122 
62 	 0.089043 
63 	 0.089196 
64 	 0.089149 
65 	 0.089205 
66 	 0.089156 
67 	 0.088916 
68 	 0.088636 
69 	 0.088677 
70 	 0.088588 
71 	 0.089008 
72 	 0.089277 
73 	 0.089747 
74 	 0.090499 
75 	 0.090776 
76 	 0.091323 
77 	 0.091233 
78 	 0.091280 
79 	 0.090897 
80 	 0.090486 
81 	 0.090074 
82 	 0.089750 
83 	 0.089698 
84 	 0.089587 
85 	 0.089634 
86 	 0.089975 
87 	 0.090267 
88 	 0.090502 
89 	 0.090624 
90 	 0.090632 
91 	 0.090326 
92 	 0.090254 
93 	 0.090034 
94 	 0.090034 
95 	 0.089956 
96 	 0.090091 
97 	 0.090240 
98 	 0.090468 
99 	 0.090842 
100 	 0.091028 
101 	 0.091190 
102 	 0.091150 
103 	 0.091066 
104 	 0.090871 
105 	 0.090736 
106 	 0.090629 
107 	 0.090370 
108 	 0.090123 
109 	 0.089886 
110 	 0.089899 
111 	 0.089625 
112 	 0.089553 
113 	 0.089415 
114 	 0.089269 
115 	 0.089259 
116 	 0.089187 
117 	 0.089351 
118 	 0.089388 
119 	 0.089432 
120 	 0.089613 
121 	 0.089705 
122 	 0.089778 
123 	 0.089830 
124 	 0.089843 
125 	 0.089687 
126 	 0.089663 
127 	 0.089589 
128 	 0.089605 
129 	 0.089675 
130 	 0.089731 
131 	 0.089678 
132 	 0.089829 
133 	 0.089929 
134 	 0.090130 
135 	 0.090221 
136 	 0.090135 
137 	 0.090264 
138 	 0.090245 
139 	 0.090292 
140 	 0.090342 
141 	 0.090256 
142 	 0.090142 
143 	 0.090147 
144 	 0.090004 
145 	 0.089984 
146 	 0.089856 
147 	 0.089744 
148 	 0.089812 
149 	 0.089704 
